MeasuredParameterId	DateTime	Value	EcomonMonitoringPoint	Ecomontimestamp_ms	KazHydrometAirPostId	MaxValueDay	MaxValueMonth	Month	Year	MaxValuePerMonth	MaxValuePerYear
16		0.010871795			3	13		8	2016	0.11	
16		0.016602564			3	12		4	2016	0.057	
16		0.022194444			3	6		12	2016	0.061	
16		0.014653333			3	5		7	2016	0.046	
16		0.0125			3	27		6	2016	0.035	
16		0.01042029			3	4		5	2016	0.029	
16		0.017304348			3	16		3	2016	0.06	
16		0.023478205			3	25		11	2016	0.073	
16		0.020448718			3	13		10	2016	0.07	
16		0.011386667			3	10		9	2016	0.029	
16		0.022213333			3	19		2	2016	0.052	
16		0.018507246			3	14		1	2016	0.046	
16		0.006961538			3	1		8	2017	0.018	
16		0.01716			3	8		4	2017	0.059	
16		0.01376			3	1		7	2017	0.029	
16		0.006987179			3	22		6	2017	0.021	
16		0.018472222			3	4		5	2017	0.074	
16		0.027318841			3	1		3	2017	0.089	
16		0.005551282			3	11		10	2017	0.029	
16		0.007693333			3	22		9	2017	0.048	
16		0.047402778			3	28		2	2017	0.089	
16		0.047202899			3	30		1	2017	0.089	
17		4.769230769			3	19		8	2008	11	
17		2.766666667			3	13		12	2008	10	
17		3.285714286			3	31		7	2008	10	
17		4.306666667			3	29		11	2008	21	
17		3.053333333			3	22		10	2008	9	
17		3.7765625			3	26		9	2008	7	
17		3.546666667			3	13		8	2009	17	
17		2.270512821			3	28		4	2009	8	
17		3.546666667			3	29		12	2009	21	
17		4.525641026			3	24		7	2009	12	
17		3.141025641			3	12		6	2009	13	
17		3.246376812			3	2		5	2009	6	
17		1.902777778			3	11		3	2009	6	
17		2.966666667			3	3		11	2009	10	
17		3.148148148			3	30		10	2009	12	
17		1.732051282			3	28		9	2009	7	
17		2.5			3	9		2	2009	12	
17		4.028985507			3	9		1	2009	20	
17		1.293333333			3	31		8	2010	3	
17		1.598717949			3	2		4	2010	11	
17		4.466666667			3	10		12	2010	23	
17		1.576923077			3	16		7	2010	5	
17		0.858974359			3	17		6	2010	3	
17		1.434782609			3	13		5	2010	9	
17		4.24			3	27		11	2010	15	
17		2.743589744			3	18		10	2010	9	
17		1.884615385			3	30		9	2010	7	
17		2.861111111			3	3		2	2010	14	
17		2.753846154			3	23		1	2010	12	
17		1.961538462			3	27		4	2011	11	
17		2.586666667			3	24		12	2011	15	
17		1.12			3	13		7	2011	4	
17		1.115384615			3	3		6	2011	2	
17		0.916666667			3	3		5	2011	2	
17		2.724637681			3	5		3	2011	17	
17		2.782051282			3	11		11	2011	10	
17		1.576923077			3	31		10	2011	6	
17		1.5			3	7		9	2011	5	
17		3.069444444			3	16		2	2011	12	
17		5.507246377			3	29		1	2011	17	
17		1.115384615			3	13		8	2012	5	
17		1.84			3	16		4	2012	5	
17		3.333333333			3	8		12	2012	19	
17		1.4			3	10		7	2012	4	
17		1.897435897			3	22		6	2012	5	
17		1.786666667			3	23		5	2012	7	
17		2.550724638			3	30		3	2012	14	
17		2.794871795			3	9		11	2012	11	
17		3.346153846			3	31		10	2012	12	
17		2.066666667			3	28		9	2012	9	
17		3.506666667			3	1		2	2012	10	
17		3.811594203			3	12		1	2012	17	
17		1.564102564			3	19		8	2013	11	
17		2.269230769			3	4		4	2013	6	
17		3.289855073			3	28		12	2013	11	
17		1.269230769			3	15		7	2013	9	
17		1.413333333			3	1		6	2013	3	
17		1.847222222			3	2		5	2013	3	
17		2.803030303			3	26		3	2013	10	
17		3.846153846			3	27		11	2013	14	
17		2.987179487			3	30		10	2013	10	
17		2.12			3	23		9	2013	6	
17		3.125			3	13		2	2013	17	
17		3.972222222			3	8		1	2013	24	
17		0.893333333			3	26		8	2014	3	
17		1.141025641			3	7		4	2014	4	
17		3.305555556			3	12		12	2014	14	
17		1			3	12		7	2014	3	
17		0.933333333			3	18		6	2014	3	
17		0.711111111			3	27		5	2014	4	
17		2.454545455			3	7		3	2014	13	
17		2.2			3	17		11	2014	10	
17		2.141025641			3	16		10	2014	9	
17		0.974358974			3	27		9	2014	3	
17		2.486111111			3	12		2	2014	8	
17		3.875			3	31		1	2014	17	
17		0.866666667			3	4		8	2015	3	
17		0.923076923			3	9		4	2015	7	
17		3.408333333			3	3		12	2015	12	
17		0.743589744			3	30		7	2015	3	
17		0.808038462			3	8		6	2015	3	
17		0.492753623			3	4		5	2015	1	
17		1.318181818			3	17		3	2015	5	
17		2.093333333			3	10		11	2015	11	
17		2			3	10		10	2015	8	
17		1.226666667			3	4		9	2015	5	
17		2.5			3	10		2	2015	8	
17		2.166666667			3	9		1	2015	8	
17		1.397435897			3	2		8	2016	8	
17		1.256410256			3	15		4	2016	5	
17		2.027777778			3	3		12	2016	6	
17		1.653333333			3	28		7	2016	5	
17		1.283333333			3	9		6	2016	4	
17		0.797101449			3	3		5	2016	3	
17		1.797101449			3	1		3	2016	7	
17		1.743589744			3	2		11	2016	8	
17		1.769230769			3	29		10	2016	6	
17		1.866666667			3	8		9	2016	6	
17		2.374666667			3	15		2	2016	8	
17		2			3	26		1	2016	9	
17		0.807692308			3	3		8	2017	2	
17		1.466666667			3	11		4	2017	7	
17		0.933333333			3	29		7	2017	2	
17		1.012820513			3	5		6	2017	2	
17		1.343055556			3	16		5	2017	7	
17		1.666666667			3	1		3	2017	9	
17		1.692307692			3	23		10	2017	6	
17		1.102666667			3	27		9	2017	4	
17		2.111111111			3	24		2	2017	9	
17		2.375362319			3	11		1	2017	9	
15		0.001846154			3	14		8	2008	0.005	
15		0.002388889			3	3		12	2008	0.011	
15		0.001214286			3	31		7	2008	0.002	
15		0.002413333			3	28		11	2008	0.011	
15		0.00176			3	20		10	2008	0.005	
15		0.001737705			3	30		9	2008	0.003	
15		0.002173333			3	14		8	2009	0.012	
15		0.00174359			3	13		4	2009	0.005	
15		0.00332			3	7		12	2009	0.01	
15		0.002987179			3	11		7	2009	0.011	
15		0.002833333			3	24		6	2009	0.01	
15		0.002072464			3	18		5	2009	0.006	
15		0.002238889			3	4		3	2009	0.008	
15		0.002833333			3	3		11	2009	0.011	
15		0.002246914			3	31		10	2009	0.01	
15		0.00174359			3	29		9	2009	0.008	
15		0.001902778			3	10		2	2009	0.005	
15		0.002101449			3	10		1	2009	0.007	
15		0.001426667			3	6		8	2010	0.006	
15		0.001410256			3	28		4	2010	0.005	
15		0.002893333			3	2		12	2010	0.008	
15		0.00124359			3	23		7	2010	0.006	
15		0.000952564			3	21		6	2010	0.006	
15		0.002797101			3	9		5	2010	0.008	
15		0.002253333			3	10		11	2010	0.009	
15		0.001564103			3	26		10	2010	0.007	
15		0.001320513			3	30		9	2010	0.006	
15		0.003652778			3	2		2	2010	0.01	
15		0.005276923			3	12		1	2010	0.023	
15		0.001051282			3	7		4	2011	0.004	
15		0.001493333			3	24		12	2011	0.007	
15		0.001026667			3	4		7	2011	0.004	
15		0.0015			3	3		6	2011	0.005	
15		0.001027778			3	30		5	2011	0.005	
15		0.001550725			3	4		3	2011	0.005	
15		0.001166667			3	30		11	2011	0.007	
15		0.000846154			3	19		10	2011	0.005	
15		0.000679487			3	29		9	2011	0.004	
15		0.001541667			3	12		2	2011	0.006	
15		0.002782609			3	29		1	2011	0.008	
15		0.001602564			3	22		8	2012	0.007	
15		0.000413333			3	10		4	2012	0.003	
15		0.003347826			3	5		12	2012	0.011	
15		0.001653333			3	2		7	2012	0.007	
15		0.003538462			3	1		6	2012	0.007	
15		0.001666667			3	30		5	2012	0.007	
15		0.001362319			3	1		3	2012	0.006	
15		0.002076923			3	10		11	2012	0.009	
15		0.001679487			3	31		10	2012	0.007	
15		0.002133333			3	11		9	2012	0.008	
15		0.002546667			3	18		2	2012	0.007	
15		0.001521739			3	12		1	2012	0.007	
15		0.001128205			3	7		8	2013	0.006	
15		0.000653846			3	27		4	2013	0.006	
15		0.002362319			3	7		12	2013	0.01	
15		0.001244872			3	25		7	2013	0.008	
15		0.001226667			3	25		6	2013	0.007	
15		0.000347222			3	17		5	2013	0.004	
15		0.000848485			3	29		3	2013	0.005	
15		0.002410256			3	21		11	2013	0.01	
15		0.001705128			3	19		10	2013	0.008	
15		0.00096			3	27		9	2013	0.005	
15		0.001930556			3	13		2	2013	0.008	
15		0.002458333			3	8		1	2013	0.012	
15		0.001533333			3	5		8	2014	0.01	
15		0.001615385			3	30		4	2014	0.008	
15		0.005180556			3	10		12	2014	0.01	
15		0.001615385			3	23		7	2014	0.01	
15		0.00108			3	3		6	2014	0.005	
15		0.001305556			3	5		5	2014	0.011	
15		0.000848485			3	6		3	2014	0.005	
15		0.002386667			3	1		11	2014	0.009	
15		0.002051282			3	3		10	2014	0.009	
15		0.001705128			3	1		9	2014	0.007	
15		0.000569444			3	15		2	2014	0.004	
15		0.001194444			3	20		1	2014	0.007	
15		0.002133333			3	27		8	2015	0.007	
15		0.001615385			3	8		4	2015	0.011	
15		0.003208333			3	25		12	2015	0.009	
15		0.001538462			3	3		7	2015	0.007	
15		0.001423077			3	27		6	2015	0.005	
15		0.002652174			3	20		5	2015	0.009	
15		0.002181818			3	25		3	2015	0.013	
15		0.00196			3	28		11	2015	0.008	
15		0.002111111			3	1		10	2015	0.008	
15		0.001426667			3	29		9	2015	0.005	
15		0.002805556			3	18		2	2015	0.01	
15		0.003458333			3	3		1	2015	0.009	
15		0.002			3	4		8	2016	0.008	
15		0.003846154			3	14		4	2016	0.007	
15		0.003138889			3	19		12	2016	0.009	
15		0.001306667			3	13		7	2016	0.006	
15		0.000823077			3	20		6	2016	0.007	
15		0.001101449			3	28		5	2016	0.006	
15		0.001507246			3	28		3	2016	0.009	
15		0.001397436			3	30		11	2016	0.008	
15		0.002923077			3	27		10	2016	0.008	
15		0.002826667			3	19		9	2016	0.007	
15		0.002413333			3	4		2	2016	0.007	
15		0.003			3	9		1	2016	0.009	
15		0.001589744			3	1		8	2017	0.009	
15		0.00336			3	27		4	2017	0.009	
15		0.001973333			3	5		7	2017	0.01	
15		0.002435897			3	1		6	2017	0.012	
15		0.004972222			3	17		5	2017	0.014	
15		0.005391304			3	9		3	2017	0.012	
15		0.002551282			3	3		10	2017	0.008	
15		0.004066667			3	16		9	2017	0.008	
15		0.003236111			3	1		2	2017	0.009	
15		0.002898551			3	4		1	2017	0.009	
18		0.013365385			3	9		8	2008	0.033	
18		0.009430556			3	13		12	2008	0.021	
18		0.03175			3	30		7	2008	0.053	
18		0.01616			3	28		11	2008	0.044	
18		0.01088			3	3		10	2008	0.036	
18		0.016934426			3	8		9	2008	0.044	
18		0.017146667			3	29		8	2009	0.06	
18		0.01975641			3	24		4	2009	0.05	
18		0.019853333			3	31		12	2009	0.055	
18		0.023730769			3	17		7	2009	0.052	
18		0.022589744			3	1		6	2009	0.05	
18		0.022362319			3	2		5	2009	0.05	
18		0.017902778			3	30		3	2009	0.043	
18		0.015833333			3	3		11	2009	0.051	
18		0.011493827			3	7		10	2009	0.044	
18		0.014564103			3	14		9	2009	0.06	
18		0.012236111			3	9		2	2009	0.028	
18		0.014492754			3	10		1	2009	0.041	
18		0.015586667			3	5		8	2010	0.045	
18		0.009025641			3	26		4	2010	0.028	
18		0.01396			3	2		12	2010	0.035	
18		0.018653846			3	15		7	2010	0.055	
18		0.017705128			3	28		6	2010	0.043	
18		0.011971014			3	19		5	2010	0.052	
18		0.012733333			3	5		11	2010	0.04	
18		0.013371795			3	2		10	2010	0.04	
18		0.015666667			3	1		9	2010	0.04	
18		0.014527778			3	3		2	2010	0.029	
18		0.012141538			3	6		1	2010	0.031	
18		0.015423077			3	22		4	2011	0.049	
18		0.007106667			3	22		12	2011	0.02	
18		0.010506667			3	1		7	2011	0.031	
18		0.025910256			3	28		6	2011	0.037	
18		0.021708333			3	20		5	2011	0.04	
18		0.009347826			3	26		3	2011	0.031	
18		0.00925641			3	5		11	2011	0.031	
18		0.005692308			3	26		10	2011	0.026	
18		0.011346154			3	23		9	2011	0.032	
18		0.008111111			3	11		2	2011	0.019	
18		0.012492754			3	10		1	2011	0.035	
18		0.011217949			3	3		8	2012	0.024	
18		0.00856			3	27		4	2012	0.018	
18		0.008086957			3	4		12	2012	0.024	
18		0.02092			3	4		7	2012	0.044	
18		0.032628205			3	23		6	2012	0.054	
18		0.034266667			3	25		5	2012	0.046	
18		0.00826087			3	3		3	2012	0.02	
18		0.009166667			3	3		11	2012	0.03	
18		0.012628205			3	17		10	2012	0.03	
18		0.008853333			3	29		9	2012	0.031	
18		0.011933333			3	17		2	2012	0.028	
18		0.009175362			3	14		1	2012	0.03	
18		0.014512821			3	3		8	2013	0.03	
18		0.011179487			3	22		4	2013	0.032	
18		0.006782609			3	27		12	2013	0.018	
18		0.011282051			3	31		7	2013	0.03	
18		0.01068			3	13		6	2013	0.028	
18		0.010958333			3	6		5	2013	0.029	
18		0.011712121			3	2		3	2013	0.023	
18		0.007858974			3	12		11	2013	0.019	
18		0.012128205			3	19		10	2013	0.03	
18		0.013213333			3	5		9	2013	0.032	
18		0.010208333			3	19		2	2013	0.023	
18		0.010402778			3	18		1	2013	0.028	
18		0.013346667			3	2		8	2014	0.033	
18		0.008717949			3	30		4	2014	0.023	
18		0.014027778			3	23		12	2014	0.034	
18		0.017320513			3	10		7	2014	0.035	
18		0.013106667			3	30		6	2014	0.031	
18		0.011194444			3	5		5	2014	0.026	
18		0.008333333			3	6		3	2014	0.022	
18		0.010173333			3	1		11	2014	0.032	
18		0.010987179			3	18		10	2014	0.034	
18		0.009230769			3	9		9	2014	0.023	
18		0.005847222			3	26		2	2014	0.016	
18		0.005444444			3	16		1	2014	0.014	
18		0.01844			3	3		8	2015	0.038	
18		0.018641026			3	1		4	2015	0.034	
18		0.020944444			3	3		12	2015	0.034	
18		0.016807692			3	20		7	2015	0.037	
18		0.015205128			3	20		6	2015	0.037	
18		0.016637681			3	8		5	2015	0.034	
18		0.016746667			3	28		11	2015	0.033	
18		0.015888889			3	7		10	2015	0.033	
18		0.017373333			3	2		9	2015	0.038	
18		0.012722222			3	13		2	2015	0.03	
18		0.014430556			3	9		1	2015	0.03	
18		0.014217949			3	29		8	2016	0.033	
18		0.013314103			3	26		4	2016	0.029	
18		0.012833333			3	2		12	2016	0.033	
18		0.01608			3	30		7	2016	0.039	
18		0.015653846			3	9		6	2016	0.032	
18		0.014289855			3	13		5	2016	0.029	
18		0.015231884			3	30		3	2016	0.03	
18		0.011450256			3	30		11	2016	0.034	
18		0.015653846			3	6		10	2016	0.034	
18		0.015253333			3	23		9	2016	0.031	
18		0.014786667			3	8		2	2016	0.032	
18		0.015666667			3	9		1	2016	0.031	
18		0.015835897			3	31		8	2017	0.029	
18		0.016133333			3	10		4	2017	0.033	
18		0.019466667			3	3		7	2017	0.033	
18		0.013620513			3	19		6	2017	0.032	
18		0.023541667			3	16		5	2017	0.049	
18		0.013376812			3	30		3	2017	0.031	
18		0.013448718			3	30		10	2017	0.026	
18		0.017986667			3	9		9	2017	0.031	
18		0.015583333			3	3		2	2017	0.027	
18		0.014217391			3	19		1	2017	0.031	
14		0.341333333			4	16		8	2007	0.7	
14		0.245333333			4	23		4	2007	0.8	
14		0.304347826			4	4		12	2007	0.9	
14		0.284615385			4	7		7	2007	0.7	
14		0.333333333			4	11		6	2007	0.9	
14		0.256			4	16		5	2007	0.8	
14		0.253333333			4	25		3	2007	0.9	
14		0.4			4	30		11	2007	1	
14		0.274358974			4	29		10	2007	0.7	
14		0.356410256			4	14		9	2007	0.7	
14		0.286111111			4	9		2	2007	1.1	
14		0.329333333			4	16		1	2007	0.9	
14		0.288			4	2		8	2008	0.8	
14		0.5			4	22		4	2008	1.1	
14		0.220833333			4	29		12	2008	0.6	
14		0.268831169			4	16		7	2008	0.6	
14		0.270666667			4	2		6	2008	0.6	
14		0.324			4	31		5	2008	0.7	
14		0.486111111			4	14		3	2008	1.2	
14		0.336986301			4	28		11	2008	1	
14		0.225			4	23		10	2008	0.6	
14		0.338767123			4	16		9	2008	0.7	
14		0.352			4	25		2	2008	0.8	
14		0.455555556			4	28		1	2008	1	
14		0.154666667			4	25		8	2009	0.5	
14		0.125			4	3		4	2009	0.7	
14		0.250666667			4	14		12	2009	1.1	
14		0.158974359			4	16		7	2009	0.6	
14		0.279487179			4	19		6	2009	0.9	
14		0.172463768			4	14		5	2009	0.5	
14		0.263888889			4	27		3	2009	0.8	
14		0.173333333			4	4		11	2009	0.4	
14		0.208641975			4	2		10	2009	0.6	
14		0.172179487			4	29		9	2009	0.47	
14		0.169014085			4	7		2	2009	0.7	
14		0.23880597			4	27		1	2009	0.7	
14		0.145333333			4	4		8	2010	0.5	
14		0.157692308			4	27		4	2010	0.6	
14		0.168			4	9		12	2010	0.7	
14		0.198717949			4	17		7	2010	0.6	
14		0.155072464			4	16		6	2010	0.9	
14		0.292898551			4	25		5	2010	12	
14		0.166666667			4	23		11	2010	0.4	
14		0.111538462			4	2		10	2010	0.6	
14		0.153846154			4	22		9	2010	0.5	
14		0.181944444			4	16		2	2010	0.7	
14		0.205970149			4	14		1	2010	0.7	
14		0.056410256			4	6		4	2011	0.2	
14		0.1			4	10		12	2011	0.5	
14		0.028			4	30		7	2011	0.1	
14		0.032051282			4	2		6	2011	0.1	
14		0.055555556			4	4		5	2011	0.1	
14		0.088405797			4	2		3	2011	0.3	
14		0.083333333			4	12		11	2011	0.4	
14		0.052564103			4	3		10	2011	0.2	
14		0.075641026			4	14		9	2011	0.4	
14		0.077777778			4	17		2	2011	0.3	
14		0.215942029			4	28		1	2011	0.6	
14		0.064102564			4	28		8	2012	0.2	
14		0.081333333			4	19		4	2012	0.4	
14		0.144927536			4	5		12	2012	0.3	
14		0.077333333			4	30		7	2012	0.2	
14		0.073076923			4	12		6	2012	0.2	
14		0.069333333			4	10		5	2012	0.2	
14		0.065217391			4	2		3	2012	0.2	
14		0.124358974			4	6		11	2012	0.3	
14		0.121794872			4	25		10	2012	0.5	
14		0.06			4	28		9	2012	0.2	
14		0.185333333			4	3		2	2012	0.5	
14		0.146376812			4	10		1	2012	0.4	
14		0.074358974			4	1		8	2013	0.1	
14		0.035897436			4	12		4	2013	0.2	
14		0.111594203			4	20		12	2013	0.3	
14		0.043589744			4	31		7	2013	0.1	
14		0.032			4	27		6	2013	0.1	
14		0.029166667			4	31		5	2013	0.1	
14		0.066666667			4	2		3	2013	0.2	
14		0.117948718			4	20		11	2013	1	
14		0.082051282			4	30		10	2013	0.2	
14		0.066666667			4	27		9	2013	0.2	
14		0.113888889			4	1		2	2013	0.3	
14		0.134722222			4	9		1	2013	0.4	
14		0.092			4	23		8	2014	0.2	
14		0.043589744			4	1		4	2014	0.1	
14		0.126388889			4	2		12	2014	0.4	
14		0.087179487			4	31		7	2014	0.1	
14		0.061333333			4	3		6	2014	0.1	
14		0.066666667			4	3		5	2014	1	
14		0.068181818			4	3		3	2014	0.2	
14		0.08			4	1		11	2014	0.2	
14		0.065384615			4	25		10	2014	0.2	
14		0.102564103			4	29		9	2014	0.2	
14		0.107222222			4	14		2	2014	0.4	
14		0.093055556			4	10		1	2014	0.3	
14		0.101333333			4	4		8	2015	0.2	
14		0.067948718			4	2		4	2015	0.1	
14		0.141666667			4	2		12	2015	0.5	
14		0.094871795			4	1		7	2015	0.1	
14		0.083333333			4	2		6	2015	0.2	
14		0.069565217			4	4		5	2015	0.1	
14		0.084848485			4	3		3	2015	0.3	
14		0.106666667			4	28		11	2015	0.5	
14		0.102469136			4	31		10	2015	0.3	
14		0.091025641			4	30		9	2015	0.2	
14		0.113888889			4	4		2	2015	0.3	
14		0.115277778			4	30		1	2015	0.4	
14		0.079487179			4	29		8	2016	0.2	
14		0.096153846			4	27		4	2016	0.2	
14		0.105555556			4	2		12	2016	0.2	
14		0.096			4	11		7	2016	0.2	
14		0.093589744			4	8		6	2016	0.3	
14		0.095652174			4	4		5	2016	0.2	
14		0.111594203			4	28		3	2016	0.4	
14		0.097435897			4	29		11	2016	0.2	
14		0.106410256			4	12		10	2016	0.3	
14		0.109333333			4	2		9	2016	0.2	
14		0.137333333			4	25		2	2016	0.6	
14		0.086976812			4	27		1	2016	0.3	
14		0.11025641			4	1		8	2017	0.3	
14		0.078666667			4	27		4	2017	0.2	
14		0.121333333			4	25		7	2017	0.3	
14		0.088794872			4	28		6	2017	0.12	
14		0.091111111			4	2		5	2017	0.2	
14		0.086956522			4	1		3	2017	0.2	
14		0.102564103			4	30		10	2017	0.2	
14		0.105066667			4	2		9	2017	0.2	
14		0.111111111			4	2		2	2017	0.2	
14		0.102028986			4	18		1	2017	0.22	
13		0.081733333			4	4		8	2007	0.15	
13		0.047466667			4	14		4	2007	0.1	
13		0.102318841			4	4		12	2007	0.24	
13		0.070512821			4	12		7	2007	0.19	
13		0.079615385			4	6		6	2007	0.18	
13		0.0704			4	22		5	2007	0.17	
13		0.054133333			4	16		3	2007	0.16	
13		0.114871795			4	26		11	2007	0.28	
13		0.093564103			4	31		10	2007	0.19	
13		0.109358974			4	11		9	2007	0.25	
13		0.063194444			4	5		2	2007	0.17	
13		0.102533333			4	31		1	2007	0.19	
13		0.085733333			4	25		8	2008	0.19	
13		0.101923077			4	2		4	2008	0.26	
13		0.100138889			4	13		12	2008	0.21	
13		0.063116883			4	2		7	2008	0.19	
13		0.0652			4	7		6	2008	0.17	
13		0.076133333			4	31		5	2008	0.16	
13		0.123333333			4	28		3	2008	0.28	
13		0.110273973			4	21		11	2008	0.26	
13		0.075972222			4	10		10	2008	0.19	
13		0.081369863			4	12		9	2008	0.18	
13		0.122533333			4	1		2	2008	0.32	
13		0.14375			4	22		1	2008	0.28	
13		0.073506667			4	17		8	2009	0.18	
13		0.076764706			4	21		4	2009	0.15	
13		0.084666667			4	30		12	2009	0.29	
13		0.07474359			4	11		7	2009	0.19	
13		0.065128205			4	11		6	2009	0.14	
13		0.088405797			4	29		5	2009	0.19	
13		0.098888889			4	12		3	2009	0.24	
13		0.079			4	4		11	2009	0.19	
13		0.073604938			4	1		10	2009	0.23	
13		0.066538462			4	30		9	2009	0.19	
13		0.09056338			4	19		2	2009	0.21	
13		0.158507463			4	6		1	2009	0.27	
13		0.070666667			4	27		8	2010	0.16	
13		0.093076923			4	22		4	2010	0.18	
13		0.1124			4	10		12	2010	0.23	
13		0.063461538			4	20		7	2010	0.19	
13		0.101014493			4	19		6	2010	0.23	
13		0.083913043			4	6		5	2010	0.18	
13		0.1044			4	8		11	2010	0.23	
13		0.073333333			4	28		10	2010	0.21	
13		0.053846154			4	4		9	2010	0.12	
13		0.098888889			4	18		2	2010	0.26	
13		0.090746269			4	29		1	2010	0.22	
13		0.076794872			4	8		4	2011	0.2	
13		0.0972			4	14		12	2011	0.18	
13		0.057066667			4	22		7	2011	0.12	
13		0.046410256			4	14		6	2011	0.14	
13		0.058888889			4	25		5	2011	0.14	
13		0.1			4	14		3	2011	0.2	
13		0.070897436			4	1		11	2011	0.11	
13		0.073846154			4	15		10	2011	0.17	
13		0.071025641			4	6		9	2011	0.15	
13		0.085833333			4	21		2	2011	0.2	
13		0.121449275			4	12		1	2011	0.22	
13		0.083205128			4	10		8	2012	0.15	
13		0.092533333			4	14		4	2012	0.17	
13		0.189565217			4	31		12	2012	0.33	
13		0.069333333			4	24		7	2012	0.12	
13		0.085384615			4	29		6	2012	0.15	
13		0.076533333			4	28		5	2012	0.17	
13		0.095217391			4	31		3	2012	0.17	
13		0.123974359			4	28		11	2012	0.27	
13		0.104230769			4	29		10	2012	0.22	
13		0.078666667			4	26		9	2012	0.19	
13		0.092533333			4	20		2	2012	0.13	
13		0.091304348			4	11		1	2012	0.14	
13		0.112051282			4	14		8	2013	0.26	
13		0.115128205			4	13		4	2013	0.29	
13		0.151304348			4	19		12	2013	0.39	
13		0.102435897			4	17		7	2013	0.29	
13		0.100666667			4	3		6	2013	0.25	
13		0.109861111			4	23		5	2013	0.26	
13		0.166818182			4	6		3	2013	0.41	
13		0.141025641			4	28		11	2013	0.4	
13		0.157307692			4	22		10	2013	0.32	
13		0.117866667			4	25		9	2013	0.38	
13		0.152083333			4	21		2	2013	0.4	
13		0.229305556			4	11		1	2013	0.43	
13		0.121066667			4	26		8	2014	0.31	
13		0.113333333			4	1		4	2014	0.35	
13		0.253194444			4	27		12	2014	0.4	
13		0.179358974			4	26		7	2014	0.36	
13		0.155333333			4	27		6	2014	0.31	
13		0.082916667			4	12		5	2014	0.21	
13		0.191515152			4	7		3	2014	0.35	
13		0.178933333			4	1		11	2014	0.37	
13		0.160128205			4	18		10	2014	0.36	
13		0.177948718			4	27		9	2014	0.38	
13		0.164722222			4	6		2	2014	0.41	
13		0.158472222			4	17		1	2014	0.36	
13		0.162			4	4		8	2015	0.37	
13		0.192179487			4	25		4	2015	0.42	
13		0.214861111			4	18		12	2015	0.44	
13		0.13474359			4	16		7	2015	0.38	
13		0.171153846			4	6		6	2015	0.35	
13		0.166956522			4	15		5	2015	0.39	
13		0.227727273			4	27		3	2015	0.44	
13		0.181466667			4	28		11	2015	0.39	
13		0.196666667			4	12		10	2015	0.39	
13		0.148205128			4	11		9	2015	0.35	
13		0.230694444			4	12		2	2015	0.45	
13		0.234861111			4	30		1	2015	0.42	
13		0.101410256			4	15		8	2016	0.44	
13		0.116705128			4	25		4	2016	0.43	
13		0.164305556			4	31		12	2016	0.46	
13		0.094266667			4	1		7	2016	0.35	
13		0.108461538			4	11		6	2016	0.41	
13		0.114927536			4	5		5	2016	0.43	
13		0.188405797			4	2		3	2016	0.43	
13		0.191282051			4	29		11	2016	0.5	
13		0.14			4	29		10	2016	0.5	
13		0.144666667			4	2		9	2016	0.43	
13		0.2328			4	23		2	2016	0.44	
13		0.246521739			4	29		1	2016	0.44	
13		0.120384615			4	15		8	2017	0.43	
13		0.137733333			4	1		4	2017	0.5	
13		0.067066667			4	11		7	2017	0.21	
13		0.107179487			4	2		6	2017	0.46	
13		0.094180556			4	11		5	2017	0.42	
13		0.101884058			4	25		3	2017	0.5	
13		0.121282051			4	2		10	2017	0.43	
13		0.134			4	9		9	2017	0.43	
13		0.139722222			4	4		2	2017	0.46	
13		0.141594203			4	31		1	2017	0.46	
16		0.01004			4	25		8	2007	0.037	
16		0.012493333			4	14		4	2007	0.058	
16		0.018782609			4	3		12	2007	0.048	
16		0.006782051			4	20		7	2007	0.019	
16		0.013897436			4	16		6	2007	0.087	
16		0.008413333			4	23		5	2007	0.052	
16		0.019893333			4	1		3	2007	0.058	
16		0.013089744			4	3		11	2007	0.048	
16		0.009230769			4	19		10	2007	0.023	
16		0.010423077			4	20		9	2007	0.038	
16		0.022041667			4	20		2	2007	0.062	
16		0.02184			4	18		1	2007	0.077	
16		0.009813333			4	21		8	2008	0.039	
16		0.012807692			4	30		4	2008	0.033	
16		0.015902778			4	13		12	2008	0.056	
16		0.012831169			4	16		7	2008	0.035	
16		0.011226667			4	27		6	2008	0.029	
16		0.01204			4	19		5	2008	0.027	
16		0.014236111			4	26		3	2008	0.065	
16		0.019191781			4	24		11	2008	0.078	
16		0.012583333			4	23		10	2008	0.043	
16		0.010246575			4	19		9	2008	0.029	
16		0.017613333			4	15		2	2008	0.069	
16		0.019291667			4	28		1	2008	0.067	
16		0.01004			4	14		8	2009	0.03	
16		0.010176471			4	4		4	2009	0.025	
16		0.021733333			4	28		12	2009	0.066	
16		0.014952564			4	30		7	2009	0.036	
16		0.012230769			4	19		6	2009	0.034	
16		0.011246377			4	27		5	2009	0.08	
16		0.020319444			4	30		3	2009	0.058	
16		0.010533333			4	4		11	2009	0.029	
16		0.010777778			4	13		10	2009	0.033	
16		0.009294872			4	24		9	2009	0.022	
16		0.01943662			4	18		2	2009	0.064	
16		0.019313433			4	22		1	2009	0.097	
16		0.007466667			4	4		8	2010	0.036	
16		0.010205128			4	3		4	2010	0.06	
16		0.022666667			4	6		12	2010	0.06	
16		0.010705128			4	30		7	2010	0.03	
